email_idx,latency_ms,label
334,40.1557,0
335,45.164,0
336,42.9752,0
337,42.9401,0
338,38.3609,0
339,39.9106,0
340,38.0923,1
341,36.1765,1
342,36.5406,1
343,39.7921,1
344,39.4573,1
345,39.2516,1
346,39.5283,0
347,35.8227,1
348,36.6555,0
349,39.8173,0
350,37.1095,1
351,35.7705,1
352,38.1596,0
353,35.7491,0
354,35.6182,1
355,38.771,0
356,35.8197,0
357,34.7733,0
358,36.344,0
359,37.3715,0
360,39.7165,0
361,38.9023,0
362,40.512,0
363,40.1252,0
364,37.4101,0
365,37.709,1
366,38.1644,0
367,40.8508,1
368,37.7091,0
369,36.8109,0
370,37.7631,0
371,36.5347,1
372,34.8463,1
373,34.9633,0
374,41.6153,0
375,36.3824,1
376,34.4032,0
377,36.8206,0
378,37.2592,0
379,37.3076,0
380,39.2233,0
381,39.5668,0
382,37.93,0
383,37.2385,0
384,36.9101,0
385,35.3244,0
386,39.72,0
387,38.1029,0
388,39.7245,1
389,39.505,0
390,40.1869,0
391,38.275,0
392,36.8895,1
393,36.9216,0
394,36.1019,1
395,37.4325,1
396,36.5605,0
397,34.9897,0
398,36.0323,1
399,40.979,0
400,39.2847,1
401,39.6966,0
402,40.8294,0
403,40.31,1
404,40.1896,0
405,39.4146,1
406,39.1192,0
407,40.7764,0
408,40.7841,1
409,40.705,0
410,42.1088,0
411,43.9948,1
412,41.1283,0
413,47.1648,0
414,40.7942,1
415,42.2027,0
416,40.897,1
417,41.9513,0
418,40.0025,0
419,39.6968,1
420,41.0364,0
421,40.2523,0
422,39.3375,0
423,38.8098,0
424,40.8756,1
425,40.9667,0
426,41.1311,0
427,39.7847,1
428,40.5291,0
429,40.6584,0
430,39.0552,1
431,40.2111,0
432,40.2555,0
433,38.6117,0
434,38.1345,0
435,41.7885,0
436,41.2113,0
437,41.429,0
438,41.5398,0
439,39.8155,0
440,38.5724,0
441,37.1805,1
442,39.7227,0
443,40.0718,0
444,37.0298,0
445,36.6371,1
446,37.9348,0
447,36.1103,0
448,37.7283,0
449,36.9399,0
450,37.2745,0
451,38.6113,0
452,37.2145,1
453,36.5454,1
454,44.9588,0
455,43.0267,0
456,38.4821,0
457,41.6043,0
458,41.1723,0
459,42.6206,0
460,45.8083,0
461,41.2254,1
462,38.7604,0
463,37.0795,1
464,70.3613,0
465,56.1722,1
466,42.5636,0
467,36.2114,0
468,36.7536,0
469,38.5114,0
470,36.1587,0
471,37.9642,0
472,37.9807,0
473,38.8927,0
474,39.5887,0
475,48.6186,1
476,50.1576,1
477,47.8722,0
478,46.2985,0
479,46.9047,0
480,47.0489,0
481,46.544,0
482,47.5365,0
483,49.5115,0
484,46.7872,0
485,45.9438,0
486,44.401,0
487,47.1963,1
488,46.2434,0
489,42.4862,0
490,43.2085,0
491,42.4366,0
492,44.9521,1
493,44.9586,0
494,45.7694,0
495,45.4177,0
496,43.8487,1
497,46.6953,0
498,46.5792,0
499,45.3295,1
500,43.6152,0
501,43.7177,0
502,45.2498,0
503,46.9027,0
504,46.9849,0
505,45.4166,0
506,45.8207,1
507,47.174,0
508,47.6973,1
509,43.1145,0
510,43.3889,0
511,46.244,1
512,48.1203,0
513,45.9086,0
514,45.7499,0
515,49.3138,0
516,50.3507,0
517,50.7107,0
518,67.3644,0
519,48.0073,0
520,43.5214,1
521,43.2838,1
522,41.2237,0
523,41.1256,0
524,48.5795,0
525,59.87,0
526,50.4896,0
527,50.5473,0
528,44.7767,1
529,42.9719,0
530,44.1619,0
531,48.9783,1
532,45.0512,1
533,44.6151,0
534,46.9638,0
535,42.8274,0
536,42.0315,1
537,43.0968,0
538,43.9827,0
539,54.5832,0
540,63.0899,0
541,62.036,0
542,51.7224,0
543,40.9446,0
544,46.5326,1
545,44.9279,0
546,42.1287,0
547,40.0214,0
548,39.6171,0
549,38.1472,0
550,42.1677,0
551,39.0385,0
552,41.3631,1
553,40.6328,0
554,40.3272,0
555,40.5212,0
556,40.1275,0
557,40.2971,1
558,40.1211,0
559,37.5724,0
560,40.009,1
561,37.8892,0
562,37.9679,0
563,36.9177,1
564,41.7744,0
565,39.2611,0
566,39.2257,0
567,38.4865,0
568,41.4992,1
569,41.9178,0
570,44.0469,0
571,41.3795,0
572,39.0633,0
573,39.9243,0
574,40.1388,1
575,43.2854,1
576,43.3572,0
577,43.2698,0
578,42.031,0
579,43.5846,0
580,45.1457,0
581,44.1122,0
582,41.7901,0
583,43.0152,0
584,46.2239,0
585,45.3329,0
586,44.5842,1
587,43.7963,0
588,46.2895,0
589,47.0271,0
590,47.983,0
591,50.907,0
592,49.6924,0
593,47.0136,1
594,43.8693,0
595,44.1301,0
596,49.6287,0
597,42.811,0
598,42.0613,0
599,39.7088,0
600,43.8752,1
601,42.3057,1
602,42.1432,0
603,45.1755,0
604,45.0183,0
605,47.5109,0
606,45.6227,0
607,45.1131,0
608,41.5381,0
609,44.7889,0
610,60.7408,1
611,49.4515,0
612,47.0147,0
613,50.4802,0
614,44.5821,0
615,41.3723,0
616,38.7609,0
617,43.642,1
618,41.5888,1
619,39.8988,0
620,40.8612,1
621,43.5321,0
622,43.5004,0
623,41.4557,1
624,42.3742,1
